ID|Department|Num|Title|Units|Description
ADMN9992|ADMN|9992|Graduate Classified|0|Students who are now in Classified status. Formerly ADMN 992.
ADMN9993|ADMN|9993|Advancement to Candidacy|0|For students who have advanced to candidacy.
AS1001|AS|1001|Heritage and Values I|1|Provides an introduction to the Air Force. The course allows students to examine general aspects of the Department of the Air Force, AF Leadership, Air Force benefits, and opportunities for Air Force officers.  The course also lays the foundation for becoming an Airman by outlining our heritage and values.  As a foundational course, AS1001 also provides a historical perspective such as lessons on war and US military, AF operations, principles of war, and airpower. As a whole, this course provides students with a knowledge-level understanding for the employment of air and space power, from an institutional, doctrinal, and historical perspective.
AS1002|AS|1002|Heritage and Values II|1|Continuation of AS1001; AFROTC cadets must register for Leadership Laboratory AS5001, as it complements this course with followership/leadership experience.
AS2001|AS|2001|Team and Leadership Fundamentals I|1|Designed to provide a fundamental understanding of both leadership and team building.  This course will discuss techniques such for improving communication, leadership basics and ethics. Students will participate in case studies of leadership and management situations as a means of demonstrating and exercising practical application of concepts.
AS2002|AS|2002|Team and Leadership Fundamentals II|1|Continuation of AS2001; AFROTC cadets must register for Leadership Laboratory AS5001, as it complements this course with followership/leadership experience.
AS3001|AS|3001|Leading People/Effective Communication I|3|This course is designed to build on the leadership fundamentals taught in AS2001.  The goal is for students to have a more in-depth understanding of how to effectively lead people, and provide them with the tools to use throughout their lives and detachment leadership roles.  Secondly, students will hone their writing and briefing skills to prepare them for public speaking. The course continues into advanced skills and ethics training that will prepare them for becoming an officer and supervisors.
AS3002|AS|3002|Leading People/Effective Communication II|3|Continuation of AS3001; AFROTC cadets must register for Leadership Laboratory AS5001, as it complements this course with followership/leadership experience.
AS4001|AS|4001|National Security/Leadership Responsibilities/Commissioning Preparation I|3|Course is designed to examine basic elements of national security policy and process.  Course will discuss air and space power operations as well as how selected roles of the military in society and current domestic and international issues affect the military profession.  Discusses the responsibility, authority, and functions of an Air Force commander and selected provisions of the military justice system. AS 4001 course is designed to prepare cadets for life as a second lieutenant.
AS4002|AS|4002|National Security/Leadership Responsibilities/Commissioning Preparation II|3|Continuation of AS4001; AFROTC cadets must register for Leadership Laboratory AS5001, as it complements this course with followership/leadership experience.
AS5001|AS|5001|Leadership Laboratory|0|Mandatory for and limited to Air Force ROTC cadets only. Provides cadets with practical command and staff leadership experiences through performance of various tasks within framework of organized cadet corps. As integral part of Aerospace Studies curriculum, this course provides experiences designed to develop leadership potential and serves as an orientation to active duty.
ASL1020|ASL|1020|College ASL II Bridge|0|Prerequisites:  ASL 101 or equivalentIntroduction to the language. Fundamentals of signing and language structure designed to develop the ability to use and understand the language.  Bridge course covering the second half of ASL 1111 to allow students to enter ASL 1112.
